comment,author,date,num_likes
ㅋㅋㅋ제목부터 심상치 않네요..2편 나오겠죠?,@user-lp4ku9sp8p,2024-01-30T07:21:44Z,0
아 잠뜰님이 잡의셔어 괴물이 없는 건가?,@user-ts8ff1xe9j,2024-01-30T07:13:59Z,0
이거 아가씨시리즈처럼 시리즈로 나오면 재밌겠닼ㅋㅋㅋ,@user-fc7lp5yl9e,2024-01-30T06:59:42Z,0
요즘 마법소녀 장르의 신작 애니 하나 나왔던데  <br><br>뭐 저는 잠뜰를 동경함니다,@user-cj5py5df3f,2024-01-30T06:40:06Z,0
어…….음…..,@user-od8en3fc6x,2024-01-30T06:32:36Z,0
아니 그냥 덕개 마법소녀 하면 되잖아,@user-jt2pt1sx3q,2024-01-30T06:20:24Z,0
오랜 만에 엄청난(?)  콘텐츠 대학원생의 마법 소시민,@i_am_whale,2024-01-30T06:07:28Z,1
"<a href=""https://www.youtube.com/watch?v=NRIm0cuQ3bE&amp;t=374"">6:14</a> 덕개님 귀여운 포인ㅌ❤",@user-Soonbak1207,2024-01-30T06:05:21Z,1
변신장면부터 터짐ㅋㅋ😂,@user-nu2xo6nr9e,2024-01-30T05:58:04Z,0
덕개님 너무 귀여워요ㅜㅜ..<br>근디 소리지를때는.. 어떤 아저씨가 소리지르는 소리가 들렸지만 귀여우셔요ㅜㅜ<br>혹시 다음회도 나오나요??  재미있어서 궁금해지내요,@aitwisgwisy_123,2024-01-30T05:40:23Z,0
원소들 외우는 중이었는데 마치 원소 외우라고 나온 영상 같네요,@user-pb4qh2dp1h,2024-01-30T05:38:07Z,0
제발 시리즈 제발 시리즈 제발 시리즈 제발 시리즈 제발 시리즈 제발 시리즈 제발 시리즈 제발 시리즈 제발 시리즈 제발 시리즈,@user-yp3vh4wu7k,2024-01-30T05:35:18Z,0
변신하는 씬 너무 고퀄이잖아 아 그냥 너무 웃겨 즐겁다 ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ,@lava_skii,2024-01-30T05:33:47Z,0
올려주세요넘재밌어요😂😊,@user-vh7mv1qx4c,2024-01-30T04:50:24Z,0
이거 2편 기댛도 되조??,@ianko1028,2024-01-30T04:00:52Z,0
덕개님 대사 열심히 한거 같아서 개웃기네 ㅋㅋ,@usun-_-,2024-01-30T03:45:38Z,0
???:조교야 프린팅 하는법아니?<br>조교:넹<br>???:그래 100장 뽑아와,@som0984,2024-01-30T03:36:04Z,0
너무 재밌어용 ! 담편 빨리 나왓으면 조켓네요,@user-nt2qh3wh5i,2024-01-30T03:33:50Z,0
카레맛 잠뜰님,@user-qh8ue3pz3b,2024-01-30T03:19:11Z,0
"핑쿠핑쿠 큐티뽀짝 뜰님을 보고 싶었지만... 다크써클로 푸바오 되어가는 썩어가는 대학원생 뜰님이여도 좋아요..<a href=""UCg7rkxrTnIhiHEpXY1ec9NA/c5p4ZczINpC3_9EP-uOykAQ""></a><a href=""UCg7rkxrTnIhiHEpXY1ec9NA/c5p4ZczINpC3_9EP-uOykAQ""></a>",@sigemchii,2024-01-30T03:15:09Z,1
재밌었습니다 ㅋㅋ,@haeuno,2024-01-30T03:12:34Z,0
"<a href=""https://www.youtube.com/watch?v=NRIm0cuQ3bE&amp;t=840"">14:00</a> 룡님 넘 기엽",@Gyeonnem,2024-01-30T02:50:18Z,1
아 초반에 나갈 뻔 없던 ptsd까지 생기겟어요 연기력 ㄷㄷ,@user-mc2wp8tg7q,2024-01-30T02:45:17Z,3
마법 원 소녀ㅋㅋㅋㅋ,@user-lw5jv1rt6m,2024-01-30T02:30:42Z,1
1회용이길라고하기엔 너무 엄청난 퀠인디?,@user-db3db9te9f,2024-01-30T02:19:04Z,1
라더님 ㅋㅋ 조금 어두운 수상한이웃집 스킨 쓰네,@user-op7ew8gj3p,2024-01-30T01:31:59Z,1
뜰님 마법소녀 연기를 너무 잘 하시는것 같아요,@Minju_08,2024-01-30T01:16:56Z,1
잠뜰님! 고수채널 영상 올라올땐 잠뜰tv 영상이 안올라오나요?,@user-iq5dx3op4j,2024-01-30T01:13:15Z,1
어우..진짜...오우..와....할말이 없다..ㅋㅋ근데 라더 능력 했을 때 저승기관사라더다 ㅠ(수이웃),@lovelpve4628,2024-01-30T00:52:13Z,1
너무 재미있어서 정주행 중~다음편이......있나?,@user-zx8jl6lo7v,2024-01-30T00:45:38Z,2
마법소녀×<br>무법소녀,@yejin_han,2024-01-30T00:23:59Z,1
진짜 이거는 2화 올라와야해요..,@Legend_Born.in.1975,2024-01-30T00:17:57Z,1
안녕하세요,@user-vl7xc7xp8y,2024-01-30T00:13:30Z,1
:_고하이:,@user-vl7xc7xp8y,2024-01-30T00:13:08Z,1
가면도 잘봤는데 이젠 마법소녀라뇨? 제밌게 봤습니다 굿!!<br>역시 바다조 캐미는 못 따라가 하하,@user-co6mh6od5n,2024-01-29T23:35:29Z,2
대학원생..?,@Flyingspace,2024-01-29T20:01:40Z,1
"앜ㅋ 뜰님 변신는 겁나게 멋있는뎈ㅋㅋㅋㅋㅋㅋㅋㅋ아니 옷이 머냐고 ㅋㅋㅋㅋ아 그리구 덕개님 넘 하찮아서 기엽다 ㅋㅋ 뜰님 뜬금 없지만 데이비드,안젤라 근황 좀 알려 주세요 (+ 바이올렛,안토니 ^^)",@user-uu4cm3zx3p,2024-01-29T18:48:39Z,1
이번편 레전드 존잼이네ㅋㅋㅋㅋㅋㅋ,@dodododod308,2024-01-29T17:57:53Z,1
"<a href=""https://www.youtube.com/watch?v=NRIm0cuQ3bE&amp;t=1955"">32:35</a> 진짜 수이웃 수이플 라더님 나와서 엄청 놀랐어요... 앞으로 변신했을 땐 라더님의 예전 상황극 캐릭터들의 모습이 나오는 거겠죠? ㅠㅠ 앞으로도 시리즈물이 될 수 있길 기대할게요!",@user-dx3jk8ub2f,2024-01-29T16:34:06Z,14
수이웃은 알겠는데 수이플은 뭐예요?,@user-uy3rr9hy7i,2024-02-10T03:12:58Z,0
@@user-uy3rr9hy7i 수상한 이웃집 플러스요,@user-dx3jk8ub2f,2024-02-12T06:25:33Z,0
저거 진짜 있었으면 CO2공장?,@user-dodolavender,2024-01-29T15:56:41Z,1
시리즈물이다!!!!!!!!!!!!!!!!!!!!!!!!!!꺅!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! &lt;-- 댓쓰니 확정 안됬는데 지혼자 쌩쇼하면서 기대 x1000 중,@8yrka,2024-01-29T15:33:14Z,1
"<a href=""https://www.youtube.com/watch?v=NRIm0cuQ3bE&amp;t=1546"">25:46</a>  넘기엽다",@ostrich_love_despair,2024-01-29T14:52:03Z,1
"물리소녀 뜰림과 마법소..년? 랃님ㅋㅋㅋ<a href=""UCg7rkxrTnIhiHEpXY1ec9NA/v0o6X6L_KMOf-gOrwbGACw""></a><a href=""UCg7rkxrTnIhiHEpXY1ec9NA/v0o6X6L_KMOf-gOrwbGACw""></a> 담화 기대할게요!!<a href=""UCg7rkxrTnIhiHEpXY1ec9NA/a86kYKW-LsTm8gSVn53gBg""></a>",@_Chancha,2024-01-29T14:43:42Z,2
이거 1화인거죠...? 마지막화가 아니라,@user-uz2ve4hz9i,2024-01-29T14:40:42Z,1
퀄리티도 대박이고 캐릭터들 다 넘 커엽다,@user-qj8xn8rc1q,2024-01-29T14:38:03Z,1
리더님 검은색옷 됬을때 나만 수이웃 생각난건가?,@blood-X.,2024-01-29T13:57:21Z,1
마(법소)녀,@Haaaaaaaaaha,2024-01-29T13:57:02Z,1
"<a href=""https://www.youtube.com/watch?v=NRIm0cuQ3bE&amp;t=1630"">27:10</a>  짱웃기다",@user-td3hm4ph1m,2024-01-29T13:38:00Z,2
가입하고싶은데돈이없어요,@user-td3hm4ph1m,2024-01-29T13:36:18Z,3
😢 😢 😢 😢 😢,@user-td3hm4ph1m,2024-01-31T11:38:45Z,0
"<a href=""https://www.youtube.com/watch?v=NRIm0cuQ3bE&amp;t=1302"">21:42</a> ㅆ, 아니 나쁜 놈",@user-bc2ok9zz3m,2024-01-29T13:08:22Z,1
마법=물리?,@I.m_NOOB2,2024-01-29T13:08:04Z,1
"<a href=""https://www.youtube.com/watch?v=NRIm0cuQ3bE&amp;t=1735"">28:55</a> 덕개님도 마법소녀라는걸 안믿었나",@vtii_k,2024-01-29T13:05:43Z,1
다이어리 사고싶어요ㅠㅠㅠㅠ,@tv-eh8hq,2024-01-29T13:00:56Z,2
마법(물리),@user-pu5mo1jz5f,2024-01-29T12:54:41Z,1
pc방에서 게임하고 있는 옆에 의지도 없고 사회생활에 관심 없고 학점 관심도 없고 시간도 많은 오타쿠의 그 문과 계열 그냥 경영대의 아무거나 입결 맞춰서 나온 대학생 = 라더,@vtii_k,2024-01-29T12:54:14Z,1
아 과학과 마법의 콜라보인가 ㅋㅋ,@vtii_k,2024-01-29T12:49:57Z,1
잠뜰의 마법(물리),@user-bx9vh5kt8c,2024-01-29T12:44:13Z,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 새로운 에피소드인가 보네요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 너무 재미있어욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,@ng.9430,2024-01-29T12:43:40Z,1
"아 진짜ㅋㅋㅋㅋ 대박이에요ㅋㅋ<a href=""UCg7rkxrTnIhiHEpXY1ec9NA/v0o6X6L_KMOf-gOrwbGACw""></a><a href=""UCg7rkxrTnIhiHEpXY1ec9NA/v0o6X83_KMOf-gOrwbGACw""></a>거짓말 안하고 진짜 변신하는 씬 나올때마다 숨도 못 쉬고 웃었어요ㅋㅋㅋ<a href=""UCg7rkxrTnIhiHEpXY1ec9NA/v0o6X6L_KMOf-gOrwbGACw""></a>아 대박이에요 너무 재밌네요ㅋㅋ<a href=""UCg7rkxrTnIhiHEpXY1ec9NA/v0o6X6L_KMOf-gOrwbGACw""></a>재밌는 영상 감사합니다!!<a href=""UCg7rkxrTnIhiHEpXY1ec9NA/a86kYKW-LsTm8gSVn53gBg""></a><a href=""UCg7rkxrTnIhiHEpXY1ec9NA/a86kYMW-LsTm8gSVn53gBg""></a>",@user-py3oz8ud7o,2024-01-29T12:42:29Z,1
"<a href=""https://www.youtube.com/watch?v=NRIm0cuQ3bE&amp;t=1118"">18:38</a> 라더가 누구",@vtii_k,2024-01-29T12:42:06Z,1
잠뜰님 업로드는 언제언제 하나용?,@user-wh3wb7yu9l,2024-01-29T12:31:35Z,1
월요일 빼고 1일 1영상이요,@vtii_k,2024-01-29T13:00:37Z,0
시리즈인가?,@user-vv3zx8oj8u,2024-01-29T12:30:37Z,1
마법소녀가 직업이였나,@vtii_k,2024-01-29T12:26:25Z,1
변신 장면 개고퀄 와ㅠㅠㅋㅋㅋㅋㅋㅋㅋ 와보는 내내 진짜 마법소녀 얘니 보는줄 알았어요 ㅋㅋㄱㄱ규 믿고보는 잠뜰 tv 퀄리티,@junginkim3992,2024-01-29T12:25:55Z,1
덕개님은 무슨 포켓몬 같다 리자몽 느낌,@vtii_k,2024-01-29T12:19:45Z,1
살짝 원소라는게 마오블하고 비슷하네용ㅎㅎ<br>변신 씬은 엄청난 고퀄이 었당ㅎ,@user-yv9su7hm8g,2024-01-29T12:09:44Z,1
소녀라 하길레 니코니코니인 줄 알았네,@user-ho7fw3xp3q,2024-01-29T11:49:42Z,1
변신 뭐임 와👍,@user-nu3qu5ud9q,2024-01-29T11:47:38Z,1
변신  왤캐 고퀄이앾ㅋㅋㅋㄱㅋㅋㅋㅋㅋㄱㅋㅋ,@user-zd3ke4sw9j,2024-01-29T11:46:33Z,1
오늘 덕개님 너무 귀여운거 아니냐구ㅠㅠ 졸귀♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡,@user-ss7dy3ks7d,2024-01-29T11:32:06Z,3
오늘은 안나오나요?? 😢,@dovmf27,2024-01-29T11:22:54Z,2
<del>재밌어요</del>,@sungteacho2053,2024-01-29T11:10:13Z,1
이거 장기 컨텐츠 가나요 ..??!(기대기대),@user-bj7qn1fb2g,2024-01-29T11:01:50Z,2
편집 방식과 화면 넘어갈때 깔끔함!<br>본받겠 습니다,@Frog_channel1107,2024-01-29T10:55:51Z,2
저기 저 사심인데 교수님 마법교수 하면 안되요? 아님 수정괴나,@Deepin-th9hb,2024-01-29T10:46:42Z,3
"<a href=""https://www.youtube.com/watch?v=NRIm0cuQ3bE&amp;t=1955"">32:35</a> 레전드였던 수이웃..<a href=""UCg7rkxrTnIhiHEpXY1ec9NA/a86kYMW-LsTm8gSVn53gBg""></a><br><a href=""https://www.youtube.com/watch?v=NRIm0cuQ3bE&amp;t=2100"">35:00</a>  언데드 라더 ㅜㅜㅜ",@ubam876,2024-01-29T10:42:43Z,29
라더님은 여기서도 언데드☠️,@Luna_BMwolf,2024-01-29T10:39:52Z,2
평범한 대학원생이던 내가 &quot;꿈틀이&quot;로 데뷔?!,@user-sg7lj9qi6m,2024-01-29T10:38:56Z,2
"스포<br><br><br><br><br><br><br><br><br><br><br><a href=""https://www.youtube.com/watch?v=NRIm0cuQ3bE&amp;t=1974"">32:54</a>수이웃 랃 아닌가여?",@Way-whail,2024-01-29T10:20:24Z,2
헉!헉ㄱ! 너무 재미있어요!!! 담편 나올것 같아서 기대 쪼금 하구 있을게요! 항상 잘 보고 있어요😘🩷,@s0mi_08,2024-01-29T10:10:30Z,2
잠뜰님 영상 꾸준히 잘 보고있습니다 <br>항상 영상 만들어주셔서 감사합니다 <br>영상 재밌게 봤습니다<br>마법소녀 처음으로 봤을때 뭐지 했는데 재밌어요,@user-xg7fg9dq9n,2024-01-29T10:05:55Z,1
뜰님채널은 꿀잼이야,@user-km1cu8yw8v,2024-01-29T09:04:09Z,1
백업안된논문 태운 건 진짜 죽일것같은데..,@user-ve3lo7ds2c,2024-01-29T08:51:51Z,1
재밌어요^^,@milk-sn6zk4ds8d,2024-01-29T08:15:29Z,1
변신 고컬 뭔데 ㅋㅋ❤😂😊레이디 버그임?ㅋㅋㅋㅋ,@user-ef1fm3ys8v,2024-01-29T08:13:09Z,2
이거 마세돌 아니야?<br>강아지가 요정이고 마법소녀 하라고 권하고 주인공은 싫다하고 돈없다하고..<br><br>어 킹아 재밋으면 됫지 머..,@user-zv3ts2xk4d,2024-01-29T07:55:36Z,1
와 인급동 34위 ㄷㄷ,@user-ky4im5ws3s,2024-01-29T07:53:11Z,1
라더님 패션 걍 깡패잖아요...,@daonon8212,2024-01-29T07:44:46Z,1
변신장면 너무 웃기닼ㅋㅋㅌ,@Lora873,2024-01-29T07:33:14Z,1
썸네일부터 넘 웃김 ㅋㅋㅋ,@dtrweoam,2024-01-29T07:11:20Z,1
대학생 아니시잖아요ㅋㅋ,@shineodchimgee6125,2024-01-29T07:08:37Z,1
뜰님 오랜 팬 입니다.. 몇년 전의 상황극을 보고있는데 간만에 보는지 너무 재밌더라구요..나중에 기회가 된다면 상황극을 다시 제작할 수 있으실까요?,@user-wp3zl4wn8t,2024-01-29T07:06:56Z,2
마법 (대학)원소녀ㅋㅋㅋ,@Opal-.-,2024-01-29T07:04:46Z,2
"<a href=""https://www.youtube.com/watch?v=NRIm0cuQ3bE&amp;t=1650"">27:30</a>  아니 쓸데 없이 고퀄",@user-el4lo8uq8p,2024-01-29T06:49:19Z,1
"<a href=""https://www.youtube.com/watch?v=NRIm0cuQ3bE&amp;t=1599"">26:39</a>  마법 소시민 ㅋ",@user-el4lo8uq8p,2024-01-29T06:47:56Z,1
앜 ㅋㅋㅋ  변신장면만  쓸데없ㅇㅣ ㅋㅋ ㄱ,@user-el4lo8uq8p,2024-01-29T06:42:18Z,3
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,@user-el4lo8uq8p,2024-01-29T06:39:31Z,2
"<a href=""https://www.youtube.com/watch?v=NRIm0cuQ3bE&amp;t=1133"">18:53</a>  /아 거지인줄  ㅋㅋ",@user-el4lo8uq8p,2024-01-29T06:38:58Z,1
초반부:와 마법 개다!<br>중반부:어..?<br>후반부:재미있게 원소를 알려주는 잠뜰티비 짱!(이게뭐야....?),@user-rk4lv3qj4m,2024-01-29T06:25:49Z,1
마법 원소년 어커커컼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,@user-vj5vv4vx3q,2024-01-29T06:23:03Z,1
원소를 합칠수있다면 물이랑 나트륨하면 폭1팔는데,@shinmustard,2024-01-29T06:19:38Z,0
뜰님뜰님 이제 태경님과 합방 하나요?,@user-hm2hp4yi4h,2024-01-29T06:03:04Z,1
세상에 저 어릴적 추억이었던 마법소녀!! 변신장면 되게되게 고퀄이고(진짜 잘 만드셨다...ㅋㅋㅋㅋ)<br>와 스토리도 진짜 재밌어요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ<br>저에겐 최고의 영상입니당ㅋㅋㅋㅋㅋ,@daeun_Lee,2024-01-29T05:50:40Z,6
잠뜰티비는 왜 이렇게 오타쿠의 마음을 잘 아는걸까요...<br>탤런트 중에 오타쿠가 있어서 그런가,@giani_roetyw,2024-01-29T05:40:43Z,0
"<a href=""UCg7rkxrTnIhiHEpXY1ec9NA/EmfRYYLnIs2E8wTYsY_4CQ""></a><a href=""UCg7rkxrTnIhiHEpXY1ec9NA/EmfRYZznIs2E8wTYsY_4CQ""></a><a href=""UCg7rkxrTnIhiHEpXY1ec9NA/c5p4ZczINpC3_9EP-uOykAQ""></a><a href=""UCg7rkxrTnIhiHEpXY1ec9NA/x095ZYq5K5C3_9EP-uOykAQ""></a>",@iamcutybutiamprettytoo,2024-01-29T05:34:11Z,1
현아가 제 동생인데 ㄹㅇㅋㅋ,@user-xl1cu3nk3f,2024-01-29T05:30:42Z,0
뭐임? 마법소녀물 왜케재밌음?😊,@pich720,2024-01-29T05:30:25Z,0
웹툰에 나올 법한 제목이다.,@jh0914,2024-01-29T05:11:29Z,0
치링치링 꿈뜰이로 변♡신!!!! (샤아아아악 치리링 푸슈우웅) 변신 완☆료!,@user-xu3pq5xq2f,2024-01-29T05:05:54Z,1
혹시 마법소녀에빠진 사람이 있어서 영상을 올린건가요?ㅋㅋ,@user-fp6ym3pz5f,2024-01-29T04:48:50Z,0
잠뜰님 오늘도 너무너무 재미있었어요 그리고   잠뜰님 항상 영상을 만들어 주셔서 감사합니다 잠뜰님 힘내세요 그리고 잠뜰님 최고입니다👍👍👍👍,@mhj971202,2024-01-29T04:48:47Z,0
아 진짜 웃겨 죽을거 같음 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄴㄴㄴ,@user-jr7uw1ql2e,2024-01-29T04:33:40Z,1
변신씬 보고 한편에 영화보는줄 알았음..역시 잠뜰님은 마법소녀는 너무 과분해!!,@user-tg8yi7ep1y,2024-01-29T04:32:40Z,0
"<a href=""https://www.youtube.com/watch?v=NRIm0cuQ3bE&amp;t=913"">15:13</a> ㅋㅋㅋㅋㅋ인형 굿즈나오면 좋겠다ㅋㅋㅋ완전 땡그래",@beanbbean,2024-01-29T04:26:56Z,0
뭔데요 왜 쓸데없이 고퀄이냐구요...ㅋㅋ,@txt_love19_3_4,2024-01-29T04:19:16Z,0
내가 만약에 한다면 현타 씨게 왔을 듯ㅋㅋㅋㅋㅋㅋ,@user-gd2tl8wr1r,2024-01-29T04:14:23Z,0
내이름 수정인데 수정&#39;괴&#39; 가되었군요!,@user-iu8cx4gj7k,2024-01-29T04:12:08Z,1
ㅋㅋㅋㅋ 변신 미쳐따..,@user-fd7mb5cf3m,2024-01-29T04:07:23Z,0
2편은 언제 나오나요?,@Purple_Fox_0w0,2024-01-29T04:06:26Z,1
다음화있나요,@user-hq8my4xs3y,2024-01-29T04:05:03Z,0
"근데 ㄹㅇ 개재밌다 K-사회에 찌든 사회인&amp;현실이랑 동떨어진 소재(히어로, 마법소녀 등등...)는 언제 봐도 재밌는듯",@dlIcsIAlcLfIalxLvIAIwLDqlI,2024-01-29T03:48:16Z,5
어딘가 이상한데 은근히 재밌네요,@user-gr4sk4nt9y,2024-01-29T03:44:02Z,0
"<a href=""https://www.youtube.com/watch?v=NRIm0cuQ3bE&amp;t=1948"">32:28</a> 이거 저만 라더님 수이웃 저승열차 생각나요…?복장도 똑같고…",@Ry_ethel,2024-01-29T03:29:02Z,1
(๑́•∀•๑̀)ฅ2화?,@Ct_cloud,2024-01-29T03:07:39Z,0
시리즈물 해줄꺼줘  너무 재밌어요,@user-yx7lh2zf8y,2024-01-29T02:54:42Z,0
덕개님 덕분에 몰입도 확 올라갘ㅋㅋㅋㅋ 진짜 너무 요정 개같다ㅋㅋㅋ,@Rumi_s2heep,2024-01-29T02:52:18Z,1
다음화 있죠??,@jjin_bban,2024-01-29T02:39:05Z,0
솔직히 영상보면서 자꾸 제 이름 나와서 그때마다 놀랐는데ㅋㅋㅋㅋ 잠뜰님께서 불러주시니 너무 행복해요ㅋㅋ❤❤(제 이름은 현아입니다ㅋㅋㅋㅋㅋ),@user-wc6iw9ig3y,2024-01-29T02:35:39Z,1
대학원생이란 말에 움찔하며 들어왔습니다... 그래도 마법소녀는 좋군요,@dlIcsIAlcLfIalxLvIAIwLDqlI,2024-01-29T02:34:18Z,0
와 이제 마법소녀 애니 볼 필요 없어지려나아,@DUCKGAE_THE8_CARAT,2024-01-29T02:29:50Z,0
라더님 회색 모습 됬을 때 그 어디에서 저승열차를 운전할 것 같이 생겼네,@best_snake,2024-01-29T02:26:33Z,0
다음화도 궁금,@nyangnyangga,2024-01-29T02:25:18Z,0
변신 하는거 엄청 고퀄이넼ㅋㅋ😂<br>오늘도 재밌게 보고갑니다,@aliceryu2620,2024-01-29T02:20:10Z,0
그래서2탄 언제나와요?,@user-ug6iz4vj9c,2024-01-29T02:09:11Z,1
다음편 보고 싶습니다,@rkdwnsgur3-0506,2024-01-29T02:01:50Z,0
그럼 유리는 눈대가 이빨로 깼을리는 없고 발로도 못깰테니 몸통으로 박아서 깬건가???,@user-uw6bo4uc3g,2024-01-29T01:44:52Z,0
변신장면 넘 웃어서 배아픔 ㅠㅠ마소 좋아하는데 이렇게 보니 넘 좋다 ❤❤ 컨셉이랑 스토리 탄탄함,@gimnacheu,2024-01-29T01:36:02Z,1
아닉ㅋㅋㅜ 변신 장면 왤케 고퀄이냐구요ㅋㅋㅋㅋ 미춌네🤣,@Dreamg_life,2024-01-29T01:34:49Z,0
"아 잠뜰님 저 이 영상 보고 잤는데 너무너무너무너무너무너무너무너무<br>너무너무너무너무너무너무너무너무<br>재밌어서 꿈에서 2화가 자꾸 그려져요...ㅠㅠ 2화 빨리 보고 싶어요!!<br>이런 말은 정말정말정말 죄송하지만 <br>은화수 잡화점 , 데드 파더스 앤더러<br>보다 진짜 완전 꿀잼 너무너무너무 너무너무너무 너무너무너무 너무너무너무 너무너무너무 너무너무너무 너무너무너무 너무너무너무 너무너무너무 너무너무너무 너무너무너무 너무너무너무 너무너무너무 너무너무너무 너무너무너무 너무너무너무 너무너무너무 너무너무너무 너무너무너무 너무너무너무 너무너무너무 재밌어요<br>2화 너무너무너무 너무너무너무 너무너무너무 너무너무너무 너무너무너무 너무너무너무 <br>기대 중 이에요 빨리 2화 올려주세용 <br>저는 진짜로 한..6년전 부터본 꿈틀이에요!! 😊 저 그리고 아~~~~~~~~무리 좋아해도 구독은 안하는데요... 근데 뜰팁만 구독하고 다녀요 ㅎㅎ 좋아요도요 ㅎㅎ",@user-xo4vs2yj5x,2024-01-29T01:29:37Z,1
"<a href=""https://www.youtube.com/watch?v=NRIm0cuQ3bE&amp;t=268"">4:28</a> 아니예요ㅠㅠㅠ 저는 잠뜰님 옆에 있는데도 도망치는 그런 멍충하고 나쁜 사람이 아니에요ㅠㅠㅠㅠ 평생을 바쳐 도와드리겠습니다ㅠㅠㅠㅠ",@56so12,2024-01-29T01:21:49Z,1
다음편!!!플리즉!!!!!!!!!!!!!!!!!!!,@user-tb7xd4wc4t,2024-01-29T01:17:27Z,0
여기 요정님들은 신이 분명해..,@user-jk1me4vp8v,2024-01-29T01:07:58Z,0
호구 잡았대ㅋㅎㅋㅎ 뜰님이 큰손이시긴 하지...,@user-wu9mo7or2d,2024-01-29T01:06:25Z,1
"<a href=""https://www.youtube.com/watch?v=NRIm0cuQ3bE&amp;t=1069"">17:49</a>션교수님 날아다니는거 아님~?ㅎㅎ <br>암튼 오늘 영상도 레전드 찍었네요~ ㅋㅋ",@user-wy5pq5mj8m,2024-01-29T01:02:15Z,1
진짜 영상 처음부터 끝까지 계속 웃었어요 너무 웃어서 눈물이……ㅋㅋㅋㅋ,@user-kj7xy4xu4y,2024-01-29T00:59:07Z,1
금수저 아가씨 파트 더 만들어 주세여,@user-dc1sj6jy8s,2024-01-29T00:50:25Z,2
어디서 많이본...,@user-cw2gf5oy6c,2024-01-29T00:40:45Z,2
"<a href=""https://www.youtube.com/watch?v=NRIm0cuQ3bE&amp;t=46"">0:46</a> 이 뜻은 여기서 밤을샌다라는 말같네요",@cat-boss47,2024-01-29T00:33:17Z,3
하찮한 햄찌 등장!,@user-ws9fi9nx9g,2024-01-29T00:29:58Z,1
변신 신 왤케 고퀄이에요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 뜰님이 마법소녀 거절하는게 완전 현실 같았어요 ㅋㅋㅋㅋㅋㅋㅋ,@rex_f.f,2024-01-29T00:16:36Z,1
이렇게 끝나다니...!다른 화도 분명 있겠지..?,@user-zi1fi4ks1j,2024-01-29T00:08:13Z,0
잠뜰님이 마법 소녀라고 해서 놀랐는데 좀(?)수수한 복장을 입고있어 더 놀랐다...🩵🩵,@tv-zg3ge,2024-01-29T00:01:38Z,0
제가 항상 영상만 보는데 댓글은 처음이네요 ! ㅋㅋ 팬입니다! ヾ(๑╹◡╹)ﾉ&quot;,@pp00ejszkakd,2024-01-28T23:54:10Z,1
처음에 책읽을때 뜰님T서향나왔다,@dongwookim107,2024-01-28T23:49:10Z,0
덕개님 귀엽당<br>마법소녀 애니 보는줄,@user-bo4ql9kq9v,2024-01-28T23:47:51Z,3
별수호자같당~~~,@user-sv9gk4ce2w,2024-01-28T23:36:57Z,0
흐억 앞으로가 너무 기대되는 스토리,@user-xn1gq5hn3i,2024-01-28T23:06:08Z,1
둘다 변신만 멋있고 의상은 구린데 어떻게 정해지는거야? ㅋㅋㅋㅋ,@user-kt1sn1ey2j,2024-01-28T22:55:59Z,1
아니 라더님 수이웃 언데드로 변하면 저 울어요ㅠㅠㅠ,@JUKY47931,2024-01-28T22:35:19Z,1
시리즈물로 나와야되는 퀄리티,@user-pd2iv6qv3z,2024-01-28T22:30:55Z,2
설마 이게 시리즈?에요???,@ye6955,2024-01-28T21:14:59Z,1
